登	186480
企	186474
論	186217
清	184662
都有	183797
細	183343
達	182963
爆	182824
排	180805
美國	180566
總	180269
風	179731
神	179273
權	179170
帶	178866
朋	178472
客	178397
我都	178340
角	178149
嗰	177520
何	177483
時間	177384
拉	176905
而家	176725
朋友	176099
跟	175756
那	175632
東	175405
有人	175056
產	175013
活	174939
底	174334
失	173785
改	173053
醫	172935
包	172871
證	172646
還	172223
華	172131
種	171839
齊	171775
片	171541
告	169475
並	168682
希	167772
料	167179
除	167135
公司	167084
軍	166823
笑	166524
哋	166384
黃	166367
晒	166013
番	165966
超	165374
費	164364
務	164294
處	164171
整	162426
言	162122
拍	160382
灣	160268
看	159330
社	159118
眼	158755
根	158695
號	157732
錯	157461
姐	157090
使	156699
係唔	156602
易	156549
調	156416
離	155552
字	155087
商	154714
案	154383
賣	154270
視	154156
格	154154
歲	153662
花	153616
局	153473
嘢	153426
開始	153340
讀	152756
量	152650
把	152579
決	151980
個人	151313
消	151014
爭	150573
派	150233
見到	149917
龍	149780
傷	149756
之前	149431
流	149137
百	147945
著	147814
今日	147375
取	147199
遊	147081
此	146628
仲有	146132
光	145984
係咁	145213
另	144504
息	144232
品	144191
勁	144134
飛	143715
式	143646
卡	143142
昨	143011
山	142277
終	142238
第一	142027
熱	141847
換	141658
裝	141612
較	141411
書	141215
希望	141179
治	141170
哂	141089
院	140925
火	140477
組	140304
從	140181
查	139024
鳩	139015
圖	138885
需	138206
展	138104
送	137807
程	136817
擊	136302
各	136222
考	136142
樂	136081
老母	135944
巴打	135605
都好	135422
紅	133970
則	133400
驚	132973
世界	132403
拎	132156
便	131596
空	131311
團	130799
服	130619
貨	130510
咁多	130169
亞	130119
例	130088
個月	129902
預	129771
追	129687
響	129591
曾	128507
沒有	128227
防	128041
有無	127939
殺	127848
備	127770
專	127453
囉	127329
假	127182
病	127159
季	127073
林	126764
一樣	126665
繼	126645
雖	126590
皮	126576
牌	126367
值	126113
演	125693
據	125636
店	125353
必	125346
六	125339
容	125198
票	125138
科	125042
岩	124875
級	123626
佬	123581
德	123515
廣	123459
準	123402
依家	123401
最後	123310
步	123190
廢	123159
功	123008
千	122827
銀	122768
城	122305
威	122097
香港人	121859
親	121822
引	121734
表示	121568
支持	121553
輸	121338
一次	121232
但係	121047
武	120776
很	120653
啊	120563
標	120344
億	120290
護	120223
機會	120214
跌	120170
成日	120103
房	120020
圍	119863
稱	119769
普	119465
官	119439
黨	118956
北	118761
多人	117721
訊	117653
管	117619
星期	117223
義	117194
日本	116906
王	116809
增	116774
陸	116321
九	115986
都要	115796
停	115783
宣	115471
只係	115204
絲	114869
一齊	114648
歌	114615
設	114319
況	114206
照	114087
鐵	113667
仲要	113515
越	113489
陳	112953
記者	111635
命	111547
思	111192
參	110979
站	110928
段	110866
助	110722
贏	110615
比人	110587
會有	110307
寫	110227
觀	110129
型	109916
同埋	109881
才	109787
抽	109590
又唔	109396
環	109258
職	109110
攻	108958
南	108946
李	108892
舉	108450
都冇	108433
版	108189
兩個	108120
仆	107837
耐	107807
喎	107757
人地	107567
極	107505
際	106939
慢	106902
雖然	106628
控	106562
勢	106497
歐	106458
藍	106276
質	106139
垃	106101
八	105958
靚	105914
遠	105839
獨	105595
仍	105274
油	105123
深	104983
有咩	104876
否	104613
圾	104520
款	104345
彈	104295
突	104227
層	104106
維	103934
供	103854
淨	103652
技	103570
類	103515
眾	103453
有一	103383
兒	103300
席	103130
味	103097
套	102634
候	102589
啱	102581
雞	102546
都會	102428
垃圾	102093
根本	101624
沙	101564
繼續	101555
獲	101471
救	101010
腳	100858
哥	100803
毒	100725
統	100593
你老	100304
以為	99517
甚	99380
人都	99214
屋企	99171
減	99076
尾	98939
肯	98935
仆街	98835
雙	98743
他們	98656
節	98154
腦	97918
屌你	97911
鬼	97832
今年	97383
坐	97359
射	97085
估	96881
好撚	96839
校	96771
刻	96519
負	96508
斷	96408
初	96252
限	95951
劇	95734
頂	95350
壓	95349
形	95217
輕	95202
影響	95191
着	95172
柒	95126
疑	95102
讓	95058
滿	94926
音	94922
絕	94688
破	94546
精	94211
領	94199
戲	94188
都無	93947
句	93923
洲	93896
麼	93665
完全	93643
顯	93606
導	93523
冇人	93353
評	93258
朗	93225
造	93189
酒	93119
鍾	93077
血	93051
止	93027
術	92977
我們	92899
尼	92659
濟	92445
炒	92443
石	92257
抗	92144
幾多	92112
訓	92075
手足	91948
察	91927
暴	91808
爾	91648
連登	91521
率	91461
飯	91264
確	91224
米	91106
執	90614
大陸	90423
原來	90135
就算	90025
唱	89833
故	89783
舊	89742
拿	89379
會唔會	89115
係有	88762
所有	88583
邊個	88557
勝	88554
樓主	88359
個個	88083
需要	88031
學生	88018
聞	87652
系	87584
態	87361
發現	87143
興	86959
些	86913
批	86860
討	86796
青	86704
牛	86558
我覺得	86494
練	86481
畫	85641
守	85638
律	85634
碼	85531
我唔	85404
究	85070
介	84969
毛	84787
知道	84727
踢	84553
今次	84494
唔想	84424
往	84409
盤	84145
分鐘	84064
妹	84048
羅	83989
盡	83976
隨	83875
工作	83867
全部	83569
豬	83420
本身	83416
像	83324
效	83215
記得	82995
國家	82933
古	82732
喇	82297
貴	82234
屬	81882
情況	81652
唔可以	81518
禮	81433
你老母	81322
曬	81284
且	81171
認為	80979
售	80952
歷	80811
居	80686
申	80485
衝	80390
透	80263
經濟	80257
社會	79969
七	79899
台灣	79750
又係	79630
牙	79513
出現	79472
責	79446
寶	79416
退	79164
無人	79158
園	79116
迷	79082
修	78902
若	78754
配	78688
辦	78538
肉	78211
拖	78204
訴	77922
速	77901
致	77759
市場	77713
卻	77698
夜	77602
韓	77550
或者	77467
一直	77432
得好	77377
克	77339
蚊	77331
險	77271
萬元	77262
戶	77249
澳	77234
畀	77226
右	76903
私	76523
怕	76315
係要	76298
注	76075
復	76006
唔同	75980
市民	75817
竟	75799
飲	75765
少少	75750
署	75526
招	75493
唔識	75464
鍾意	75363
要求	75313
短	75224
屎	75136
素	74971
補	74962
以前	74885
吸	74728
睇下	74486
蘭	74315
免	74297
播	74292
購	74272
餐	74231
亂	73754
紀	73697
貼	73663
怪	73591
第二	73553
智	73392
英國	73377
營	73095
俾人	72919
布	72889
時候	72796
肥	72773
史	72692
傾	72655
就會	72575
罪	72230
扮	72033
切	71907
係我	71889
婆	71576
願	71520
另一	71492
麻	71483
錄	71465
旅	71375
都可	71366
媽	71328
答	71312
驗	71100
訪	71004
重要	70904
害	70784
謝	70677
境	70666
奇	70566
擔	70455
散	70393
勇	70241
國際	70235
置	70169
投資	70020
急	69876
唔夠	69866
我係	69865
習	69851
地方	69848
委	69711
佢哋	69653
電話	69619
覆	69610
淨係	69524
膠	69497
翻	69495
犯	69335
然後	69308
福	69270
大學	69146
均	69085
印	68990
發展	68957
苦	68918
露	68705
吹	68668
簡	68469
永	68413
呢啲	68355
語	68343
課	68048
禁	67937
彩	67852
婚	67844
嚴	67771
列	67572
皇	67530
施	67475
特別	67332
京	67307
正常	67266
接受	67108
運動	67038
開心	67034
判	67013
跑	66875
粒	66841
善	66823
衣	66766
冷	66463
好好	66449
父	66332
醒	66326
直接	66013
景	65898
給	65828
奧	65659
幾個	65634
有個	65604
相信	65579
倒	65578
監	65436
夫	65381
分別	65365
簽	65150
括	65124
靠	64934
內地	64854
係你	64844
創	64650
敢	64550
代表	64402
許	64326
土	64238
協	64136
存	64136
宜	64036
室	64001
活動	63981
都未	63975
不是	63974
定係	63886
具	63865
藥	63807
揀	63697
不如	63638
其中	63570
里	63531
銀行	63358
警方	63329
都可以	63324
發生	63294
承	63129
租	63129
痛	63100
項	63089
有得	63048
順	63038
器	63027
源	62967
昨日	62963
養	62961
包括	62943
雲	62897
支那	62851
隔	62680
有啲	62651
一日	62548
堅	62465
行動	62413
田	62387
即係	62337
背	62193
民主	62069
任何	62059
人士	61995
決定	61946
警察	61871
魚	61870
座	61766
規	61627
封	61621
掛	61537
積	61306
奶	61305
劃	61222
係佢	61145
跳	61045
歡	61016
呎	61007
財	60907
志	60835
製	60771
硬	60624
到佢	60624
去年	60598
象	60576
部份	60413
同佢	60373
有時	60184
擺	60080
捕	60048
結果	60011
槍	59986
輪	59985
優	59960
黑警	59955
中共	59864
你係	59851
壞	59849
好過	59823
塞	59808
按	59787
想問	59763
冠	59702
富	59699
睇到	59500
喜	59427
抵	59315
生活	59251
康	58981
感覺	58802
紙	58793
成為	58243
密	58208
釋	58170
溫	57990
佈	57969
遲	57917
獎	57889
準備	57846
攝	57760
而且	57720
謂	57391
移	57348
恐	57287
政治	57053
自由	57032
粉	57028
衫	57009
唔多	57006
燒	56910
成個	56851
幅	56834
待	56651
關係	56612
成功	56601
罷	56582
暫	56469
鬥	56335
念	56292
我就	56284
一定要	56271
國人	56216
屌你老母	56193
模	56160
研	56115
事件	56063
島	55997
倍	55994
的人	55986
鄭	55874
庭	55874
敗	55819
煩	55413
入面	55337
梁	55274
健	55225
幾時	55159
媒	55148
基本	55118
須	55062
堂	54943
最好	54916
外國	54915
般	54915
額	54909
棄	54908
方法	54839
穩	54823
蘋	54747
佢係	54428
阻	54410
我哋	54408
育	54396
討論	54329
夢	54307
宗	54131
不會	54128
乎	54049
出嚟	53990
但我	53923
搶	53813
痴	53812
吓	53762
同我	53689
資料	53688
咁樣	53687
幣	53586
搭	53406
擇	53400
當然	53389
日日	53381
朝	53320
益	53319
示威	53253
衰	53225
就是	53105
趣	53034
幫手	53009
聽日	52863
球員	52843
博	52825
醫生	52747
策	52704
鏡	52552
借	52409
弟	52382
反而	52305
新聞	52276
攞	52276
過去	52204
只有	52111
蘋果	52002
甲	51939
主要	51937
穿	51932
懷	51900
愈	51859
惡	51836
迪	51796
調查	51587
閪	51454
激	51445
好難	51438
有關	51406
同你	51312
賺	51308
兵	51303
搞到	51297
你都	51258
嘉	51214
有好	51119
弱	51081
曼	51063
拜	51033
魔	51023
嘅人	50995
涉	50928
付	50864
本報訊	50839
嬲	50566
建議	50508
堆	50411
適	50334
袋	50300
比較	50265
能力	50217
去到	50074
檢	50007
一名	49972
豆	49917
戴	49913
一年	49898
休	49878
餘	49858
唔得	49854
當時	49711
掂	49703
楚	49630
降	49606
午	49445
裁	49444
啲人	49414
慮	49405
係想	49399
訂	49234
偷	49195
做到	49181
選擇	49179
尋	49159
安全	49004
燈	48836
另外	48815
狀	48792
顧	48784
駛	48710
甚至	48692
好想	48681
佔	48681
捉	48670
劉	48654
試過	48639
機場	48600
遇	48583
撞	48453
㗎	48447
互	48291
消息	48267
泰	48252
億元	48210
英文	48059
熟	48042
聖	47988
危	47984
靜	47923
同時	47904
終於	47854
議員	47808
進行	47778
找	47695
春	47606
享	47598
佳	47430
副	47399
都唔會	47364
未有	47222
狂	47161
我一	47057
避	46992
測	46931
表現	46922
加上	46731
就好	46726
男人	46586
漢	46585
屈	46548
上面	46474
刀	46388
又要	46376
女人	46370
諗住	46243
刷	46242
辛	46166
當年	46161
電影	46115
人的	46113
藝	46096
豪	46091
好多人	46033
年前	46004
同一	45934
零	45909
遊行	45901
方面	45893
申請	45830
盃	45754
純	45698
浪	45572
夾	45403
即刻	45391
良	45246
單位	45245
績	45195
核	45158
倫	45104
圈	45075
是一	45040
剛	45022
計劃	45009
附	44992
哈	44824
提供	44781
旗	44770
不少	44768
木	44688
不能	44638
撐	44516
美元	44467
到我	44452
服務	44358
貓	44356
傻	44195
電視	44186
你有	44173
中心	44087
研究	44071
只要	44053
會好	43995
到你	43964
落去	43852
由於	43811
暗	43673
獨立	43658
這個	43646
都唔知	43596
出去	43389
慘	43320
構	43288
罩	43253
吃	43251
到有	43231
呼	43219
冇得	43059
明明	43003
又有	42928
嗎	42821
童	42820
航	42813
援	42776
族	42715
忍	42684
雨	42600
小時	42478
州	42470
唯	42460
微	42391
幾年	42340
女仔	42323
儲	42224
菜	42217
臨	42164
銷	42068
迫	42001
有冇人	41995
突然	41963
雪	41960
人係	41901
平時	41844
村	41776
畢	41769
館	41705
意思	41649
兄	41642
我想	41549
迎	41463
某	41416
清楚	41411
嘛	41406
我有	41396
偉	41395
以上	41278
審	41244
筆	41242
目標	41186
最大	41106
今晚	41090
採	41087
至於	41025
蛋	40992
對方	40960
多次	40958
賭	40950
途	40945
都幾	40861
係冇	40844
不同	40829
主席	40827
最近	40751
吧	40686
處理	40686
最多	40628
略	40616
原因	40612
做乜	40576
陽	40471
普通	40430
佢都	40358
炸	40258
只是	40252
板	40238
有機會	40141
奴	40113
裏	40010
收到	39972
返工	39943
唔使	39920
伊	39916
現在	39873
你個	39814
刺	39753
雷	39703
鋒	39655
納	39611
問下	39589
融	39549
編	39496
療	39466
到時	39423
考慮	39370
靈	39364
疫	39130
所謂	39101
敵	38996
講到	38985
嚴重	38774
醫院	38752
蘇	38723
條友	38721
肯定	38668
事實	38625
群	38623
臭	38592
寧	38561
琴	38555
一隻	38525
仲係	38510
稅	38483
就要	38423
仙	38356
充	38343
談	38294
多年	38263
賓	38261
煙	38226
骨	38208
亡	38131
真心	38097
球隊	38085
要有	38082
材	37975
缺	37953
比你	37919
有錢	37904
就有	37866
嫁	37847
明顯	37844
秒	37799
仁	37627
件事	37607
抗爭	37598
未來	37586
一般	37583
章	37555
祖	37523
逾	37515
條女	37446
鬆	37425
一係	37424
多個	37418
革	37388
你講	37369
唔明	37367
例如	37363
學校	37362
手機	37358
他人	37255
央	37203
遭	37177
合作	37175
每日	37123
個鐘	37106
證明	37105
針	37041
幸	37037
閒	37018
歸	37015
可唔可以	36991
屆	36983
應該係	36976
絡	36972
惠	36956
我諗	36881
惜	36825
解釋	36814
係咩	36794
爛	36782
試下	36758
都是	36757
廠	36713
使用	36713
巨	36695
宜家	36671
船	36653
差唔多	36650
係個	36616
起碼	36590
髮	36586
誤	36570
多啲	36555
留意	36553
好大	36498
曲	36465
摩	36451
耳	36440
是否	36414
插	36399
咋	36288
過我	36285
染	36262
幾好	36212
好唔	36188
捐	36172
鬧	36118
現場	36083
大家都	36014
僅	36010
操	35989
麗	35946
濕	35946
串	35944
基金	35919
舞	35886
叔	35855
恩	35816
現時	35807
淡	35802
太多	35788
非常	35738
點樣	35718
唔出	35697
立法會	35680
剩	35678
十年	35654
反對	35653
不斷	35636
左右	35602
管理	35595
入去	35587
做咩	35525
人員	35473
文宣	35468
幕	35410
江	35403
異	35399
帝	35351
慢慢	35343
無得	35311
未必	35309
先係	35278
一個人	35237
了一	35227
溝	35217
設計	35215
屍	35170
好耐	35099
偏	35092
三個	35063
你就	35038
債	34988
點知	34976
一開	34946
就得	34934
頓	34912
茶	34892
鋪	34869
自然	34867
好有	34857
佢個	34812
晨	34811
廣告	34801
有機	34792
回應	34726
廳	34712
個陣	34706
雄	34699
壓力	34663
盈	34656
北京	34644
綠	34558
襲	34557
人工	34514
興趣	34500
增加	34489
飛機	34484
被告	34483
更加	34393
述	34303
歷史	34303
人有	34295
小心	34294
伯	34292
前線	34290
幾日	34267
就可以	34190
擔心	34164
葉	34156
全球	34126
又話	34105
盟	34075
損	34064
意見	34042
公開	33956
震	33914
草	33889
逼	33860
面對	33749
婦	33732
係會	33691
雜	33636
織	33614
口罩	33555
下一	33526
趕	33506
我個	33500
塊	33460
網上	33456
我會	33455
含	33451
侵	33450
膽	33441
都係咁	33430
一早	33425
嚇	33354
簡單	33350
拒	33306
董	33301
目前	33268
要係	33237
甚麼	33233
比賽	33223
也不	33219
集團	33211
喊	33210
我好	33184
熊	33170
旺	33158
先有	33111
陪	33080
示威者	33036
都唔係	32982
以及	32976
夏	32968
豐	32967
酒店	32963
跟住	32942
大把	32932
離開	32918
有好多	32913
係得	32905
作為	32878
索	32853
部分	32825
拆	32789
爸	32756
講緊	32734
掉	32709
好睇	32688
一下	32683
唔敢	32649
久	32635
徒	32601
係睇	32598
典	32559
出來	32547
映	32494
欣	32455
乘	32398
牆	32348
第一次	32331
橋	32311
冰	32289
泛	32289
尊	32281
潮	32277
精神	32258
中學	32249
更多	32208
參與	32183
忽	32183
多謝	32171
班人	32165
觸	32158
我都係	32156
辛苦	32152
港元	32123
榮	32101
丁	32092
行為	32081
電腦	32077
半年	32059
啫	32034
人講	32033
舉行	32030
麥	32014
上周	31997
早前	31974
暫時	31942
兼	31900
如果你	31894
逃	31887
舖	31872
他的	31843
解決	31815
老豆	31809
比我	31783
症	31777
實係	31768
烈	31763
人話	31677
元朗	31675
我真	31663
點都	31651
各位	31628
割	31610
第三	31605
慶	31557
慣	31514
人會	31408
勞	31334
都想	31327
楊	31302
只會	31298
係用	31293
巴士	31267
挑	31217
遊戲	31202
通常	31162
宣傳	31122
祝	31118
勇武	31005
都得	30985
吸引	30968
薪	30966
指出	30933
對於	30917
顯示	30884
當中	30874
騎	30869
衞	30825
多數	30811
範	30798
話我	30769
鮮	30741
文化	30741
揸	30730
每個	30716
緊要	30714
其實我	30701
兩年	30697
佢有	30655
都話	30647
聽到	30645
保護	30626
如何	30597
我要	30593
係唔係	30592
努	30582
郵	30572
都知	30536
不可	30536
負責	30530
戀	30517
舒	30485
你一	30445
杯	30444
敏	30408
載	30395
姓	30361
裡	30340
仲未	30323
身體	30300
縮	30280
上去	30229
個時	30214
的是	30199
概	30185
不知	30180
鎖	30174
一場	30134
咪又	30111
患	30078
搵到	30065
炎	30060
誠	30052
價值	30046
咁都	30019
一條	30005
成交	30002
年的	29939
放棄	29898
認真	29877
加入	29846
節目	29845
警員	29820
攬	29768
永遠	29723
窮	29722
不要	29713
肺	29694
潛	29680
漫	29675
擁	29643
脫	29625
坦	29623
和理非	29601
點會	29585
我講	29582
陰	29574
人生	29524
好正	29492
教育	29454
員工	29445
累	29417
出席	29401
努力	29395
篇	29376
其他人	29371
會出	29370
困	29347
咩事	29326
劍	29310
成班	29309
的話	29305
河	29242
攻擊	29229
技術	29227
萬人	29221
係一個	29170
組織	29170
上網	29136
嘴	29118
報道	29104
個位	29044
遺	29037
紹	29028
咁大	29011
莫	28998
忙	28997
角色	28985
好彩	28971
人就	28969
珠	28954
截	28953
盛	28896
推出	28883
呃	28869
生意	28824
旅行	28817
距	28808
檔	28773
變成	28764
仗	28731
中央	28731
竟然	28715
安排	28713
改變	28708
控制	28706
詞	28678
嘅話	28646
係呢	28646
絕對	28627
想要	28626
一半	28602
身份	28599
藏	28546
折	28529
析	28514
得到	28509
殘	28492
會議	28488
尖	28487
最高	28465
選舉	28439
唔通	28432
湯	28415
家人	28404
中文	28401
話佢	28397
延	28389
啱啱	28382
懷疑	28372
障	28351
樹	28350
律師	28342
附近	28319
歐洲	28313
扣	28309
洋	28301
逐	28298
同學	28288
違	28237
係同	28215
什	28209
期間	28200
閘	28195
佢話	28195
一陣	28173
我同	28157
吳	28139
賤	28115
揮	28110
刑	28100
恒	28091
隔離	28088
還是	28059
見過	28041
系統	28038
籌	28000
環境	27988
一路	27982
係話	27981
始終	27975
探	27958
衛	27952
奪	27947
券	27944
年輕	27931
提出	27915
孩	27897
就知	27890
沖	27861
沉	27849
湖	27782
令人	27779
軟	27778
霸	27764
完成	27746
正式	27735
報告	27733
省	27726
反應	27725
斬	27719
十分	27680
廿	27680
參加	27673
平均	27617
左一	27564
要做	27509
鞋	27492
先會	27487
很多	27470
就話	27455
聚	27452
分析	27442
真正	27433
我的	27417
忘	27389
唔記得	27386
以後	27366
一間	27337
經驗	27331
階	27319
床	27318
們的	27301
倉	27273
妻	27271
政策	27268
同樣	27234
每次	27169
法律	27168
收皮	27134
一個月	27111
冇乜	27088
最終	27065
到底	27056
滙	27051
容易	27034
菲	27027
罰	27017
這樣	27009
傳媒	27001
係人	26997
二十	26986
產品	26946
集會	26883
了解	26880
下次	26868
唔算	26860
想問下	26826
身邊	26805
即使	26801
責任	26787
藍絲	26786
上次	26769
成員	26735
詢	26684
唔少	26672
韓國	26669
谷	26634
我真係	26539
次次	26535
這些	26534
渣	26521
被捕	26497
傑	26487
值得	26477
胡	26474
你又	26472
上的	26466
競	26436
閃	26431
因此	26417
罷工	26412
添	26351
受到	26347
乾	26340
至少	26333
做得	26326
頁	26318
當地	26312
來的	26310
攝影	26305
你咁	26295
老婆	26290
鄉	26280
港人	26251
好快	26223
爺	26220
打到	26209
究竟	26201
凌	26194
係點	26190
同事	26178
冠軍	26162
大量	26162
法國	26161
必須	26156
隱	26121
唔係好	26121
超過	26104
都覺	26094
全世界	26092
經過	26061
宮	26020
儀	25967
炮	25949
得出	25940
我自	25914
綜	25907
唔該	25900
九龍	25892
吉	25874
你要	25874
大部	25868
嫌	25852
秘	25844
都不	25838
投訴	25836
咩都	25791
本港	25763
一句	25749
無法	25696
年代	25677
方呎	25669
合理	25635
乜都	25631
諾	25630
予	25612
地區	25595
澳門	25566
賞	25527
先生	25511
根據	25459
無論	25420
介紹	25414
故事	25407
小學	25383
收入	25367
增長	25321
伏	25313
還有	25272
怖	25265
上一	25255
你睇	25250
明白	25241
投票	25218
你話	25206
佢講	25190
岸	25189
健康	25181
尚	25179
惟	25177
有用	25176
一種	25172
瞓	25161
淚	25154
聯賽	25134
十幾	25130
廁	25088
佢就	25081
理由	25062
蝕	25060
歡迎	25051
英超	25047
蛇	25046
唔知點	25015
又唔係	24963
除了	24932
主角	24920
透過	24904
長期	24901
一點	24893
呢度	24884
個名	24874
出街	24853
什麼	24812
風險	24807
恐怖	24796
好少	24794
褲	24782
足球	24764
有大	24756
內容	24747
撤	24747
灰	24741
撚樣	24740
金融	24728
農	24719
召	24713
結婚	24709
你可	24699
委員會	24673
留言	24668
唔開	24630
慧	24608
幫你	24595
男子	24591
叫人	24582
水平	24573
煮	24565
讚	24559
中國人	24558
後就	24556
訪問	24533
工程	24524
俄	24466
德國	24461
現實	24445
冇咩	24442
睇完	24423
箱	24421
日前	24417
都覺得	24411
有問題	24404
實際	24392
回覆	24376
游	24372
中的	24346
泛民	24331
所以我	24317
有兩	24310
唔好再	24304
個樣	24297
除非	24278
位置	24272
我自己	24263
其實係	24260
以我	24254
嗰啲	24225
替	24223
君	24218
爭取	24199
艾	24194
踩	24170
尤	24158
仲好	24146
兩人	24134
瑞	24112
女朋友	24106
嗰陣	24100
行政	24083
混	24056
佢好	24043
受傷	24028
相關	24024
企業	24008
總統	24003
會比	23979
對手	23969
你自己	23956
透露	23912
一邊	23902
高層	23889
旁	23875
咪又係	23862
仍然	23834
方便	23829
杜	23823
序	23809
拘	23793
要用	23777
自己的	23770
叫佢	23764
朱	23744
主動	23699
數據	23691
司機	23684
至今	23682
後生	23679
大的	23665
怎	23665
算係	23626
定會	23616
功能	23599
圓	23569
主場	23537
隨時	23536
無咩	23528
掌	23502
駕	23449
特首	23449
立法	23444
交易	23431
全部都	23410
得你	23408
覺得佢	23396
通知	23364
入到	23363
上年	23363
近日	23347
城市	23342
臉	23337
能夠	23324
坊	23320
診	23312
輝	23299
成立	23285
國的	23259
洛	23258
又好	23256
珍	23256
唔講	23254
我見	23231
人好	23216
甩	23207
爽	23193
唔見	23190
會再	23186
邊有	23173
音樂	23167
柏	23160
免費	23145
上升	23137
貿	23129
批評	23106
碟	23105
有心	23084
歲的	23065
廣東	23053
公佈	23050
駁	23046
一些	23044
搬	23005
悉	22995
滅	22995
緒	22990
唯一	22975
地產	22969
分化	22967
紀錄	22964
亞洲	22955
老師	22928
廢老	22906
機構	22882
揚	22873
也是	22853
存在	22851
它	22812
抱	22772
業務	22748
址	22717
交通	22696
糖	22628
教練	22599
畢業	22595
宅	22595
肚	22547
知你	22524
得閒	22507
目的	22503
雅	22500
就真	22498
基本上	22492
