係日本嘅一個女藝人同埋配音員,1266
學同,1264
會主,1259
體嘅,1254
代嘅,1249
一個縣,1230
嘅美國,1230
嘅分,1227
家同,1221
咗好多,1218
係以,1217
年成立,1217
色嘅,1216
年至,1214
同大,1212
關嘅,1210
入面有,1210
而家嘅,1202
人喺,1201
嘅熱,1201
嘅東,1201
國同,1194
咗佢,1191
會係,1190
足球代表隊,1189
嘅經,1186
部嘅,1185
т,1182
嘅基,1182
係廣州,1179
嘅第一,1175
分別係,1172
с,1170
嘅上,1169
製作嘅,1162
隻歌,1161
係西,1161
時係,1157
上係,1152
道嘅,1151
係好,1145
最後一,1144
起嘅,1143
в,1138
年上,1138
嘅廣,1137
前嘅,1136
改名做,1131
喺第,1130
嘅主要,1116
嘅一條,1112
有三,1105
到一,1105
數係,1104
係最,1102
嘅音,1100
逢禮拜,1095
嘅情況,1094
統嘅,1092
係南,1091
嘅西,1087
嘅香港,1086
文嘅,1085
喺佢,1084
嘅重,1081
呢兩,1080
司職後衞,1080
咗呢,1079
嘅海,1074
會選舉,1074
來嘅,1073
國喺,1071
因為佢,1068
係大韓民國嘅一個,1067
多嘅,1064
嘅物,1061
嘅演,1061
而唔,1057
嘅南,1049
л,1044
型嘅,1044
年由,1043
埋一齊,1041
個國,1040
以有,1038
喺南,1038
係指一,1034
嘅女,1029
有唔少,1023
日嘅,1022
同香港,1020
而佢,1014
係太,1013
喺美國,1012
類嘅,1008
畫嘅,1000
現咗,1000
式嘅,1000
嘅研究,1000
出嚟嘅,1000
區同,996
可以喺,993
係全,991
嘅高,991
過一,990
立咗,990
厄爾,986
動嘅,985
到東,983
方嘅,981
嘅動,981
排第,978
下係,974
咗之後,971
經過嘅道路,968
嘅一間,962
係香港電視,962
例如係,961
為一,959
嘅關係,959
場嘅,958
к,957
區係,957
員同,956
帶嘅,953
嘅結,953
個係,952
話係,951
／,949
嘅問題,948
站廳,945
嘅同,944
係唐,942
嘅位,940
喺嗰,940
係一部,937
號嘅,936
道同,935
間公,934
呢一,931
國政府,931
力嘅,930
重要嘅,926
界嘅,923
地區嘅,923
年香港,923
嘅國家,920
嘅英,918
政治人,917
年創,914
外嘅,914
寫嘅,913
內嘅,908
喺呢個,906
應嘅,905
就唔,903
年在位,901
年出道,901
樣嘅,900
重可以,899
量嘅,895
喺同,894
成咗,893
係無,892
有唔同,892
喺廣州,892
嘅首,887
者係,887
嘅水,884
目嘅,881
民政府,881
係中國廣東廣州嘅,879
灣區,877
嘅形,877
美國嘅,877
者嘅,876
係澳,871
法係,870
令佢,870
又叫做,868
喺西,867
д,866
並唔,862
邊從,860
生咗,860
通常係,860
咗去,857
嘅一部,856
常見嘅,855
黨嘅,851
嘅前,851
嘅作品,850
年佢,849
嘅總,847
月開,845
係當,844
呢個名,843
嘅兩,842
為中,842
係臺灣,842
嘅天,836
嘅遊,835
沙藍特,835
站係,834
係香港嘅,833
喺英,829
洲嘅,828
嘅三,826
係馬,823
司職前鋒,823
足球聯賽,823
個島,818
嘅影響,816
並喺,815
但佢,813
嘅車站,813
嘅方法,812
樂製作,812
嘅有,811
係日本嘅一個男藝人同埋演員,811
可以指,810
科嘅,805
英文叫,805
亦叫,804
係黃曆,804
亞嘅,799
足球會,799
公司嘅,798
係將,797
嘅小,797
位置喺埃納,797
係中國廣東省廣州市,796
月嘅,795
嘅日,792
線嘅,791
嘅部,787
為香港,783
重喺,780
年入,780
香港中,780
級市,779
係世界,777
出一,776
現嘅,776
盧華,776
可以用嚟,776
係東,775
嘅時間,772
係新,771
嘅過程,770
香港大,770
係中國大陸,770
行政上歸,769
嘅外,768
身係,768
同廣,766
嘅城,766
為呢,765
係中華人民共和國,764
用呢,763
嘅內,763
到好,762
同電,761
嘅民,760
一嘅,759
嘅開,758
國時,758
由香港,757
當時嘅,756
年起好,755
到呢,754
喺日本,754
嘅山,752
用喺,750
隊嘅,750
後佢,750
字嘅,749
辦嘅,749
喺東,747
嘅表,747
嘅細,747
家喺,745
之後就,743
嘅長,742
時亦,741
區入面,741
業嘅,739
嘅路,738
話嘅,738
喺亞,738
嘅傳,738
加粗嘅字係主幹道,736
生喺,735
係地,733
嘅神,730
嘅變,726
咗中,725
整嘅,725
嘅設,722
過佢,722
最出名,722
區一,720
由一,720
喺北京,720
嘅音樂,719
喺新界,718
м,717
嘅教,717
咗第,717
身嘅,717
將呢,715
係北,715
包括咗,715
嘅運,713
子嘅,712
嘅資訊,711
嘅理,710
嘢嘅,709
號發,708
車嘅,708
緊嘅,708
過呢,703
縣一,700
法嘅,700
收費區,699
嘅老,698
語嘅,698
嘅現,698
嘅出,696
門嘅,696
又譯,696
у,693
設施有,693
嘅語言,691
州一,690
係為,690
一條馬路,690
係香港女,690
家都,686
部電,686
同西,685
節目主持,685
嘅市,684
國係介紹,684
係套,683
喺越,683
嘅行為,683
個國家,683
廿一世紀,683
咗大,682
喺海,682
正式開,677
可以做,677
嘅選,675
到中,675
綫嘅,674
同中國,674
嘅馬,673
嘅男,673
中國國,673
係古,672
香港特,672
同第,670
曾經係,670
之後嘅,670
島嘅,669
呢隻歌,669
位置喺黃金丘,669
月十,667
嘅平,666
年發,665
嘅反,665
從西,664
喺沙,664
佢曾經,664
年做,663
灣嘅,663
攞過,662
站同,661
й,660
爾濱,659
基斯,659
可以睇,658
係廣東,653
嘅歷史,652
多數都,652
樓係,651
國第,650
賽嘅,650
嘅比,650
又或者,650
義嘅,649
用嚟做,649
嘅加,648
附近嘅,648
咗喺,647
年嘅美國,647
上最,646
套劇,646
人一,646
嘅北,645
佢老,644
嘅專,644
位置喺阿列,643
埔區,642
號舉行,641
會響,640
場同,639
政府嘅,639
嘅單,638
山嘅,638
咗一個,638
嘅規,637
係印,637
喺德,637
嘅政治,637
足球代表隊出場,636
面一,635
品嘅,634
嘅身,634
同新,633
嘅網,632
咗兩,632
─,631
亦喺,631
嘅工作,631
嘅功,630
台嘅,629
佢響,628
機嘅,627
年上畫嘅,626
度係,625
嘅建築,625
喺天,624
一直向,624
嘅年,623
嘅古,622
я,621
會議員,621
同南,620
嘅商,619
同東,619
原本係,619
嘅中國,619
嘅科,618
嘅心,618
係香港無綫電視,617
面都,616
頭嘅,616
南嘅,615
獎最佳,614
嘅發展,614
低嘅,613
種嘅,613
嘅角色,613
喺九龍,613
嘅節,612
嘅相,612
藝人同埋歌手,612
細嘅,611
員嘅,611
嘅第二,611
到香港,610
主演係,609
位嘅,608
路嘅交界,608
到北,607
位置喺布禮斯大區嘅,607
嘅領,606
嘅後,605
之後喺,605
族嘅,604
嘅風,604
同自,604
同政,603
今日嘅,603
面嘅一,602
中國大陸嘅,602
心嘅,601
個區,600
喺澳,600
喺國,600
通常都,600
嘅位置,600
日都,599
用一,599
號正式,598
嗰時嘅,598
位置喺厄爾,598
佢一,597
套戲,597
尖沙,597
位置喺上,597
民嘅,596
族群,595
一個屬,595
嘅正,594
係前,593
係講,593
係自,593
係國,593
張專輯,593
多數係,593
係加,591
然係,589
係上,589
嘅經濟,588
度同,587
利嘅,586
亦都有,586
個腦,585
嘅對,585
人口有,585
位置喺奧斯坦尼大區嘅上加龍,585
嘅世界,584
成為咗,584
年參,583
以一,583
重未,583
認為係,583
嘅數值,582
所謂嘅,582
嘅全,581
國人民,581
系統嘅,581
參加過,581
佢重,580
院嘅,579
係從,577
發嘅,575
位置喺杜,571
嘅軍,570
度有,570
個禮拜,570
喺地,568
咗唔,568
係澳門,568
喺每,567
佢唔,567
市嘅一,566
年以,564
個出,564
年加入,564
以下呢,564
嘅地區,564
嘅電影,563
嘅港,562
年就,561
係出,561
香港公,561
號逢禮拜,561
喺台,560
係可以,560
為第,559
義上,559
嘅方式,559
仔嘅,557
號至,556
組成嘅,556
嘅電視,556
嘅能,555
號係,554
嘅概念,554
洲國,553
啲地,553
係三,553
呢個時,551
嘅阿,550
上面嘅,549
係對,548
有四,547
間學校,547
又嗌,546
者會,546
嘅成員,546
佢自,545
制嘅,545
同北,545
星嘅,545
嘅官,544
口嘅,543
係天,543
做導演,543
而出名,543
路係,542
球嘅,542
當中嘅,542
通嘅,541
國海,541
嘅聲,540
務嘅,538
號由,538
士嘅,538
對應嘅,538
年之後,538
一個市轄區,537
至有,536
嘅區,536
嘅重要,535
學畢業,535
喺一個,534
香港立法會,534
係成,533
嘅花,533
嘅遊戲,533
歲嘅,532
廿世紀,532
年先,530
咗做,530
同英,529
年改,529
同美,529
家下係,529
競演,528
前係,528
嘅目,528
點嘅,528
開嘅,527
但係佢,527
屬下嘅,527
位置喺卡爾華多斯,527
號同,526
遊戲嘅,526
嘅個,525
咗幾,525
嘅標,525
軍嘅,525
期係,524
呢場,524
佢亦係,524
係兩,523
喺電,523
嘅代表,523
係西班牙,523
於呢,522
音嘅,522
出現咗,522
咗畀,521
唔一,520
個主,520
格嘅,520
有自,519
版嘅,517
號起,517
係俄羅斯,517
到個,516
月廿,516
咗廣,515
能嘅,515
個喺,515
代中,514
憑住,514
朝嘅,513
嘅權,513
人認為,513
係所,512
香港同,512
派嘅,510
件嘅,510
係德國,510
過喺,509
明嘅,508
係第一,508
主要嘅,508
早喺,507
係阿,506
係電,506
嘅支,505
計嘅,505
站一,504
喺個,504
目的係,504
由於佢,504
位置喺多多涅,504
有超過,503
係香港一間,503
題嘅,502
過唔,501
園同,501
喺馬,500
間嘢,499
條路從,499
喺公,498
佢阿,498
呢條線,498
重嘅,497
人唔,497
一個地,497
喺廣東,497
國家嘅,496
間公司,496
隻遊戲,496
係大韓民國嘅一個男藝人同埋,496
到廣,495
年嘅瑞典係介紹瑞典喺,495
號上,494
中央政,494
樓嘅,493
士同,493
台播,493
喺全,492
為有,492
個方,491
全國人,491
最高嘅,491
喺英國,490
個地方,490
嘅巴士,490
冇幾,489
主要用,489
佢可以,489
以下嘅,488
相關嘅,487
國總統,487
理嘅,486
分嘅,486
嘅就,486
道交,485
此之,485
裏頭排第,485
係唐人姓氏,485
園嘅,484
係基,484
蘭嘅,484
係一間,484
無耐,483
成立嘅,483
世紀嘅,483
嘅多,482
因為呢,482
係中國廣東省廣州市嘅,482
嘅觀,481
於中,480
世嘅,480
嘅數據,480
號啟用,479
ы,478
嘅星,478
縣嘅,478
嘅所,478
嘅轉,477
月開始,477
或者叫,477
嘅記,476
而呢個,476
面同,475
嘅活動,475
屆香港,475
℃,474
手同,474
時喺,474
系列嘅,474
係太陽系小行星帶嘅一粒小行星,474
以唔,473
有一啲,473
前身係,473
間大,472
同馬,472
係香港九龍,472
甲組,471
就變,471
出現嘅,471
好多時都,471
間係,470
語言嘅,470
嘅實,469
嚟整,469
月第,469
呢條馬路,469
喺中國大陸,469
嘅信,468
嘅稱,468
嘅粵,468
唔能夠,468
嘅組,467
形嘅,467
以同,467
個細,467
嘅城市,467
東嘅,466
年美國,466
同時亦,466
係馬來西亞,466
嘅收,464
省嘅,463
同海,463
洲同,462
個概念,462
政府喺,462
而家喺,462
係指一個,462
嘅故,461
部同,460
嘅決,460
後先,460
又寫,460
嘅熱帶,460
位置喺濱海沙藍特,460
位置喺奧斯坦尼大區嘅熱爾,460
喺當,459
級嘅,459
斯嘅,459
香港出世,459
係日本嘅一個男配音員,459
果係,458
嘅真,458
城嘅,458
叫佢做,458
演嘅,457
份嘅,457
嘅設計,457
嗰一,456
然有,456
國女,455
打後,455
嘅四,455
第一間,455
嘅空,454
視嘅,454
咗香港,454
座樓,453
法同,453
方面嘅,453
區係中國,452
係中華民國,452
係小,451
嘅書,451
到最,451
會大,451
個城市,451
係畀,450
自助服務,450
物同,449
但唔,448
嘅金,448
嘅創,447
產嘅,446
層嘅,446
凈係,446
係香港男,446
位置喺亞丁,446
無綫電視藝員,446
嘅安,445
將一,445
嘅戰,445
係嚟自,445
年一,444
權嘅,444
係一位,444
面就,443
水嘅,442
國最,442
на,441
不過佢,441
路開始,441
個特,440
區議會選舉,440
嘅圖,439
係為咗,439
年嘅法國係介紹法國喺,439
п,438
色係,438
譯做,438
年因,438
個分,437
嘅華,437
係香港嘅一,437
睇吓,436
州話,436
嘅球,436
造嘅,435
嘅可,435
米嘅,435
角嘅,434
嘅指,434
地鐵嘅,434
嘅常,433
東西走向,433
г,432
意嘅,432
之後佢,432
時期嘅,432
嘅廣州,431
嘅文化,431
者就,430
利蘭,430
到前,430
位置喺奧布,430
位置喺奧德,430
嘅各,429
佢成,429
嘅定義,429
係韓國,429
海嘅,428
嘅用,428
嘅職,428
得一,428
時佢,428
係香港電視廣播有限公司,428
子同,427
年入伙,427
住佢,426
開始喺,426
年去到,426
都係由,426
過香港,426
都同,425
論嘅,425
嘅產,425
係佢嘅,425
係香港新界,425
知嘅,424
嘅原因,424
動物嘅,424
而改,423
爾文,423
係巴西,423
人口約莫,423
局嘅,422
部一,422
係做,422
所以叫,422
喺法,421
化同,421
英國嘅,421
係台灣,421
喺越秀區,420
嘅藝,419
國北,419
至可以,419
街同,418
係正,418
島同,418
中喺,418
咗三,418
旗下嘅,418
作品有,418
到南,417
年攞,417
同演,417
係響,417
呢次選舉,417
手嘅,416
學讀,416
者同,416
簡單嘅,416
一直去到,416
個唔,415
係羅馬,415
式月台,415
其中一種,415
月至,414
重會,414
以好,414
嘅現象,414
唯一一,414
唱嘅,412
發生嘅,412
亦唔,411
先喺,411
嘅感,411
有少,410
嘅氣,410
向嘅,409
職業足球,409
係意大利,409
喺臺灣,408
亞同,407
有以下,407
巴士公司,407
爲日本足球代表隊出場,407
嘅詞,406
嘅統,406
域嘅,406
別嘅,406
初嘅,406
程嘅,406
樂嘅,406
響香港,406
年正式,406
係亞,405
從南,405
嘅報,404
德華,404
為大,404
推出嘅,404
嘅節目,404
所以呢,403
喺同年,403
因為咁,403
年被,402
季嘅,402
會唔,402
係單,402
主嘅,401
嘅狀態,401
任總,400
文版,400
係一套,400
嘅化,399
時叫,399
嘅唐,399
在嘅,398
場係,398
年期間,398
呢三,397
就一,397
嘅唔,397
嘅結果,397
嘅足球,397
車同,396
嘅會,396
學上嘅,396
一個省,396
廿一世紀初,396
個組,395
嘅太,395
且喺,395
係公,395
有中,395
明咗,395
年推出,395
國國家,395
選嘅,394
面嗰,394
嘅舞,394
世界嘅,394
佢哋喺,394
個可,393
人發,393
條村,393
入面嘅第,392
嘅性,391
圍嘅,391
嘅白,391
嘅通,391
上係指,391
會出現,391
主要分,391
嘅環境,389
啲特,388
嚟表,388
嘅亞,388
上嘅一,388
於香港,388
立法會議員,388
嘅食,387
院同,387
導嘅,387
個部,387
嘅做法,387
呢套劇,387
係香港電視娛樂製作嘅,387
有五,386
係非,386
學教,386
啲唔,386
過中,386
都係一,386
個機,385
住咗,385
力同,385
常用嘅,385
產生嘅,385
位置喺安省,385
山市,384
國男,384
都係用,384
台同,383
馬尼,383
嘅腦,383
個名係,383
年參加,383
司職守門員,383
嘅合,382
就改,382
指喺,382
個世,382
係白,382
佢參,382
南北走向,382
最出名嘅,382
新世,381
以外嘅,381
丹尼士,381
б,380
間喺,380
國科,380
國一個,380
多數都係,380
由佢,379
咗入,379
一間公,379
年之間嗰十年,379
路交,378
咗係,378
嘅國際,378
部電腦,378
當中有,378
係法國共和曆入面每年嘅第,378
少嘅,377
佢最,377
係嗰,377
嘅認,377
係現,377
個新,377
者喺,377
次嘅,377
當地嘅,377
理同,376
同公,376
人住,376
質嘅,376
線同,376
個電,376
所以喺,376
嘅一部分,376
係海,375
年都,375
總部喺,375
月嘅第,375
笪地,374
嘅立,374
塔爾,374
做中,374
個美國,374
但係喺,374
咗名,373
係印度,373
嘅社會,373
年代係指,373
有呢,372
設喺,372
嘅病,372
構嘅,372
年人,372
嘅石,372
係由於,372
交界開始,372
立法會選舉,372
嘅英文,371
香港警,371
學係,370
後改,370
咗成,370
嘅價,370
喺巴,370
有相,370
嘅火,370
嘅光,370
出嘅一,370
日本女,370
嘅特徵,370
з,369
個公,369
歌嘅,369
喺上海,369
京嘅,368
嘅二,368
喺第二,368
出嘅第,368
個系統,368
似嘅,367
歌斯嘉,367
嘅內容,367
ь,366
嘅好,366
條式,366
嘅學生,366
雖然話,366
喺網,365
播嘅,365
喺歐,365
嘅第三,365
嘅主題,365
公司喺,365
係加拿大,365
離年尾重有,365
位置喺德龍,365
由英,364
香港有,364
嘅動物,364
並唔係,364
通常用,364
音樂製作人,364
位置喺沙藍特,364
入中,363
同黃,363
會俾,363
嘅都,363
嘅傳統,363
國時期,363
值嘅,362
個年,362
係比,362
嘅連,362
特別係,362
係屬於,362
呢個站嘅,362
個出入口,362
個學,361
嘅家,361
嘅效,360
後做,360
喺人,360
區喺,360
票率,360
咗新,360
嘅流,360
因為閏,360
組織嘅,360
月唔係年年有,360
係黃曆閏年時閏,360
平時紀念都會響,360
嘅差,359
係真,359
過好多,359
黨同,358
地同,358
出現喺,358
光嘅,357
道係,357
嘅黃,357
嘅波,357
話呢,357
州大,357
去到東,357
嘅情況下,357
命嘅,356
區都,356
西嘅,356
個角色,356
南地區,356
係用嚟,356
北嘅,355
個選,355
表嘅,355
路站,355
嘅土,355
嘅體,355
同法,355
喺台灣,355
個人嘅,355
有好大,355
佢以,354
長同,354
出第,354
會一,354
嘅技術,354
嘅程,353
對呢,353
係長,353
係香港一個,353
事會,352
主要喺,352
位歌手,352
年畀,351
張唱,351
嘅理論,351
鐵公司,351
位置喺中央,350
盧華爾山谷嘅厄爾,350
位置喺奧斯坦尼大區嘅加爾,350
團嘅,349
時又,349
灣道,349
個程式,349
傳統嘅,349
ا,348
而開,348
片嘅,348
州人,348
嘅河,348
係伊,348
同美國,348
年重,347
由大,347
腦嘅,347
分別喺,347
轄下嘅,347
嘅交通,347
一般係,347
畀乘客,347
入面嘅一,347
機同,346
同老,346
人睇,346
中包括,346
獨立嘅,346
同政治,346
都一,345
佢去,345
詞嘅,345
事嘅,345
為中國,345
嘅歌手,345
咗中國,345
位置喺阿摩爾濱海,345
係生,344
人知,344
嘅計,344
個波,344
喺某,344
就係一,344
唔少人,344
嘅基本,344
嘅精,343
個海,343
嘅獨,342
業區,342
素嘅,342
同廣州,342
係世界上,342
ー,341
個州,341
係每,341
話同,341
次係,341
嘅客,341
住一,341
同商,341
嘅例子,341
文化嘅,341
人叫做,341
為日本,341
喺加,340
係經,340
嘅醫,340
分佈喺,340
位置喺奧斯坦尼大區嘅埃羅,340
器嘅,339
咗間,339
係就,339
嘅紅,339
有十,339
嘅基礎,339
國足球,339
喺澳門,339
後都,338
務處,338
舉行嘅,338
係越南,338
嘅生活,338
個單位,338
啲地方,338
廣播電,338
最多嘅,338
話要,337
最早嘅,337
依家嘅,337
地方嘅,337
嘢係,336
日喺,336
嘅力,336
嘅能力,336
學入面,336
維萊訥,336
會用到,336
位置喺阿爾代什,336
食嘅,335
論係,335
嘅非,335
生同,335
服務嘅,335
可以攞,335
選舉喺,335
南邊從,335
咗呢個,335
好多唔同,335
佢本,334
過廣,334
而家有,334
嘅電腦,334
咗廣州,334
以上嘅,334
嘅一個縣,334
系嘅,333
灣同,333
嘅聯,333
來係,333
式係,333
北邊嘅,333
節目嘅,332
一直向東,332
喺香港島,332
位置喺布禮斯大區嘅伊勒,332
為國,331
時一,331
自英,331
國東,331
以當,331
村嘅,331
路都,331
種方,331
西邊從,331
文維基百科,331
第廿,330
係蘇,330
嘅子,330
喺廿,330
咗第一,330
車站嘅,330
開始出,330
個政,329
文係,329
號出,329
嘅武,329
已經喺,329
中心同,329
立大學,329
埋有,328
屆中,328
嘅參,328
嘅愛,328
帝嘅,328
到啲,328
而呢啲,328
係大韓民國嘅一個女藝人同埋歌手,328
咗自,327
嘅需,327
時重,327
路喺,327
好多種,327
面積有,327
族自治,327
位置喺阿列日,327
架車,326
廳嘅,326
業同,326
呀噉,326
但亦,326
咗條,326
特嘅,326
綫同,326
嘅形式,326
好出名,326
號成立,326
喺車,325
務中心,325
演員同,325
嘅結構,325
性同,324
入嘅,324
嘅核,324
亞州,324
北排,324
嘅大型,324
香港公園之一,324
嘅集,323
同外,323
嘅直,323
個社,323
會開,323
以自,323
啲學,323
年嚟,323
到好多,323
萬平方,323
係一條,323
α,322
ч,322
而一,322
嘅五,322
嘅居,322
定為,322
系畢業,322
為一個,322
個獎,321
嘅配,321
同亞,321
月喺,321
嘅鐵路,321
嘅一部份,321
遊樂場之一,321
數同,320
為同,320
啲有,320
語同,320
嘅日本,320
等等嘅,320
個故仔,320
有唔同嘅,320
年再,319
人或,319
個英,319
國西,319
業生,319
一柞,319
不過喺,319
係一隻,319
可以搵到,319
嘅維,318
動同,318
嘅消,318
長係,318
同發,318
手起,318
嘅目的,318
嘅第十,318
同日本,318
呢間學校,318
人工神經,318
係高,317
嘅仔,317
嘅航,317
者都,317
香港第,317
世界第,317
提出嘅,317
年先至,317
遠嘅,316
係發,316
間同,316
件物,316
收錄喺,316
設計嘅,316
香港小姐競選,316
改叫,315
係家,315
對中,315
去嘅,315
嘅思,315
咗唔少,315
係而家,315
上第一,315
開始有,315
時代嘅,315
係泰國,315
呢個節目,315
居者有其屋,315
位置喺奧斯坦尼大區嘅洛特,315
評為,314
叫大,314
曲同,314
同小,314
運動嘅,314
舉辦嘅,314
最佳女,314
年創校,314
隻動物,314
嘅頭,313
樖嘢,313
一個有,313
就叫做,313
為佢哋,313
い,312
到唔,312
嘅輸,312
ка,312
香港法,312
嘅功能,312
嘅科學,312
呢條路,312
研究嘅,312
し,311
嘅屋,311
嘅管,311
由於呢,311
級聯賽,311
可以將,311
因為喺,311
年夏季奧林匹克運動會,311
條河,310
個過程,310
可以同,310
號夜晚,310
嘅地位,310
係代表,310
個都,309
有特,309
一公,309
但因為,309
個地區,309
嘅支持,309
係無綫電視,309
同澳,308
同無,308
係華,308
地喺,308
係位,308
國傳,308
次喺,308
一個島,308
以下係,308
嘅神經,308
係香港歌手,308
係港,307
果佢,307
到同,307
嘅模,307
被稱為,307
公園同,307
逢星期,307
者一,306
區人,306
嘅十,306
站之,306
得最,306
士喺,306
返香港,306
例子有,306
人獎,305
實嘅,305
嘅口,305
年係,305
個舞,305
同民,305
嘅知識,305
都會用,305
開始用,305
特定嘅,305
到呢個,305
甲組足球聯賽,305
喺現,304
而大,304
咁就,304
發展嘅,304
其他地,304
佢哋係,304
係中國廣東省廣州市嘅一,304
う,303
嘅進,303
學獎,303
有佢,303
國首,303
嘅任,303
地都,303
式同,303
啲係,303
加入咗,303
中心嘅,303
之後先,303
下嘅一個,303
嘅一條馬路,303
行一,302
曲嘅,302
作係,302
政府同,302
香港民,302
世紀中,302
到嗰,301
嘅議,301
政總,301
係後,301
留咗,301
會第,301
咗有,301
嘅廣東,301
因為有,301
區之,300
由廣,300
間都,300
家就,300
名就,300
係所謂嘅,300
路可以係,300
喺香港出世,300
政司,299
頭同,299
喺最,299
號晚,299
一至,299
喺清,299
嘅漢,299
人合,299
嘅改,299
縣一市,299
南邊嘅,299
同埋一,299
路嗰,298
過兩,298
樣係,298
頭係,298
樂同,298
到依家,298
係呢個,298
佈嘅,297
咗同,297
帶嚟,296
門同,296
揀咗,296
種用,296
議嘅,296
佢主,296
人將,296
嘅共,296
正式成,296
原因係,296
美國國,296
里嘅,295
日係,295
喺開,295
案嘅,295
做廣,295
段嘅,295
嘅保,295
民同,295
附近有,295
主義嘅,295
屬嘅其中一個種,295
花崗,294
山同,294
係雙,294
嘅下,294
學等,294
由美國,294
嗰陣嘅,294
入面最,294
自中,293
嘅不,293
閏十,293
嘅叫,293
開賣,293
嘅生物,293
亦曾經,293
嘅英國,293
條路從西,293
確嘅,292
個就,292
同主,292
到人,292
係民,292
做主題,292
係當時,292
用呢個,292
可以話係,292
喺水,291
係舊,291
喺山,291
個同,291
一樣嘅,291
喺唔同,291
亦係一,291
嘅運動,291
眾議院,291
其中一隻,291
重可以係,291
交畀,290
個鎮,290
嘅沙,290
一個好,290
聯賽球,290
呢個站有,290
金像獎最佳,290
體同,289
治嘅,289
年－,289
喺兩,289
國南,289
殺咗,289
後成,289
都有唔,289
係澳洲,289
電視嘅,289
係一啲,289
係星,288
嗰兩,288
腦電,288
到成,288
國新,288
得唔,288
到西,288
佈咗,288
嘅元素,288
會有一,288
嘅旅,287
子係,287
位係,287
軍同,287
驗嘅,287
可以畀,287
嘅最高,287
同陳,286
嘅品,286
因為噉,286
公司同,286
同佢嘅,286
位置喺些爾,286
做藥,285
言人,285
有同,285
集嘅,285
擺喺,285
咗嗰,285
個老,285
但一,285
多間,285
係相,285
間分,285
年代尾,285
好大嘅,285
一個國,285
到廣州,285
會影響,285
嘅速度,285
而佢嘅,285
細胞嘅,285
號朝早,285
共和國嘅,285
位置喺阿韋龍,285
婆羅,284
係土,284
學方,284
水同,284
喺自,284
各地嘅,284
嘅月台,284
個變數,284
嘅標準,284
係佢哋,284
家一,283
嘅解,283
月起,283
嗌過,283
位同,283
島東,283
喺而家,283
到佢哋,283
個遊戲,283
可以由,283
投入服務,283
嘅熱帶氣旋,283
被列,282
義係,282
亞文,282
合嘅,282
入香港,282
年上畫嘅美國,282
線係,281
家重,281
蘭文,281
郡嘅,281
斯同,281
嘅電子,281
嘅公司,281
新界西,281
篇文,280
係幾,280
